1.0776534328060327e-25, -1.0745286149786581
2.02796487618311e-25, -1.3400237018472958
3.635131296341433e-25, -1.0158463094957797
6.515980477192351e-25, -1.2011108129278285
1.1679908679470143e-24, -0.9443170379355471
2.0936260818808297e-24, -0.9473039770166842
3.7528291453479e-24, -1.0734437425390515
6.72695411853112e-24, -1.6833907315080239
1.2058079374308363e-23, -4.126907004796181
2.161413258291545e-23, -16.64051019010445
3.874337801318742e-23, -71.30668682230178
6.944758639350696e-23, -167.85355533930837
1.2448494434951068e-22, -525.0577602940572
2.2313952398422547e-22, -1951.9563772687468
4.0241358635306057e-22, -5886.374142311609
7.481368164891559e-22, -19895.858079532132
1.4164420116008826e-21, -43192.92283056781
2.5389752782672317e-21, -74220.82827538221
4.551118514457475e-21, -153419.22947751614
8.157889487909345e-21, -255178.39303582907
1.46230340268065e-20, -495265.3716164449
2.6211819180200808e-20, -877328.0194441566
4.6984740887291e-20, -1685640.5281732932
8.42202466402396e-20, -2985994.4805960925
1.5096496884292746e-19, -5289480.698362747
2.7060502345829804e-19, -9369945.671422394
4.850600724268399e-19, -17286241.38598933
8.694711977473318e-19, -29402560.003351476
1.55852894658981e-18, -56492150.79793701
2.793666407411248e-18, -104220129.90803254
5.007652897929963e-18, -177270382.5402895
8.976228328343318e-18, -314022103.1657851
1.608990811560837e-17, -556268226.330801
2.884119406268498e-17, -985390316.4957533
5.169790088201532e-17, -1676072736.724117
9.266859582157908e-17, -2464623513.640914
1.6610865247975154e-16, -4425419498.812019
2.97750108157064e-16, -8247960586.649592
5.337176937146622e-16, -10994977944.778608
9.56690086016145e-16, -11963130114.60459
1.7148689868447484e-15, -14703261561.141977
3.073906257655475e-15, -15361183689.55519
5.5099834175896535e-15, -15409772159.371353
9.87665683899841e-15, -15458514317.826008
1.770392811055077e-14, -15507410651.046274
3.173432829071892e-14, -15556461646.697435
5.688385005714946e-14, -15605667793.986776
1.0196442060097597e-13, -15655029583.670513
1.8277143790455949e-13, -15704547508.055626
3.2761818599870014e-13, -15754222061.006289
5.872562859254132e-13, -15804053737.95035
1.052658124907263e-12, -15854043035.88118
1.886891897950689e-12, -15904190453.364174
3.3822576868113475e-12, -15954496490.54328
6.062704001442069e-12, -16004961649.142874
1.086740964546497e-11, -16055586432.474318
1.9479854595285168e-11, -16106371345.442554
3.491768024147368e-11, -16157316894.548006
6.259001510929773e-11, -16208423587.893177
1.1219273343161576e-10, -16259691935.189331
2.0110571011809467e-10, -16311122447.758389
3.604824074168265e-10, -16362715638.539612
6.461654717845763e-10, -16414472022.096336
1.158252964183613e-9, -16466392114.617882
2.0761708689495003e-9, -16518476433.926853
3.721540639537815e-9, -16570725499.483213
6.670869406206087e-9, -16623139832.391645
1.1957547409769238e-8, -16675719955.403494
2.1433928825507837e-8, -16728466392.923595
3.842036239986853e-8, -16781379671.017157
6.886858022876882e-8, -16834460317.411724
1.2344707458414284e-7, -16887708861.504074
2.212791402517833e-7, -16941125834.36716
3.966433232663905e-7, -16994711768.752102
7.109839893303655e-7, -17048467199.095135
0.0000012744402929092815, -17102392661.524632
0.000002284436899515004, -17156488693.863096
0.000004094857936382903, -17210755835.634205
0.000007340041444225464, -17265194628.069866
0.000013157039692209132, -17319805614.112255
0.000023584021258974412, -17374589338.420906
0.000042274407598931266, -17429546347.37985
0.00007577696433599062, -17484677189.099663
0.00013583036759391893, -17539982413.424637
0.00024347621895875134, -17595462571.93996
0.00043643163343028303, -17651118217.973824
0.0007823046187968653, -17706949906.60519
0.001402282670897781, -17762958194.668198
0.0025135946303428552, -17819143640.76004
0.004505623649790503, -17875506805.24304
0.00807633984752047, -17932048250.251976
0.014476856125273545, -17988768539.70147
0.02594979498494153, -18045668239.288074
0.0465150619674182, -18102747916.49767
0.08753362538620997, -19175629029.205658
