1.0579593059721393e-21, 35228.8040744363
1.8963942761342662e-21, 64835.09649935654
3.399290719646559e-21, 105684.96147055957
6.0932357485438354e-21, 202532.7212036801
1.0922137866217246e-20, 330140.0629079182
1.9577955045833786e-20, 632674.3596128377
3.509352550495065e-20, 1164373.9898605482
6.290521811309905e-20, 1976356.4274089632
1.127577354773985e-19, 3787453.198088405
2.0211847747084458e-19, 6173768.019540154
3.622977950219724e-19, 11831295.765064927
6.494195578764798e-19, 21774318.566693697
1.1640859203322081e-18, 36958756.22993723
2.0866264550865663e-18, 70827082.37195915
3.7402822996300636e-18, 125181995.45889223
6.70446387125173e-18, 221250564.92901522
1.2017765558863177e-17, 407189574.11667824
2.15418699841298e-17, 749391755.5533348
3.861384715321755e-17, 1324498372.6415706
6.921540205518413e-17, 2538244381.303633
1.2406875343581484e-16, 5274179717.443327
2.223935008980287e-16, 10524626001.803703
3.986408170633256e-16, 29027949895.1597
7.145645011532098e-16, 94125008904.2493
1.2808583678655877e-15, 405118333897.4808
2.295941312342826e-15, 1608123058452.2815
4.115479620519346e-15, 6130373248013.389
7.377005856315649e-15, 23369776313093.504
1.322329847845241e-14, 75778014344961.67
2.370279027236317e-14, 255859548802313.12
4.2487301304672487e-14, 863893165837153.5
7.615857675029958e-14, 2801229581159673.5
1.3651440864740003e-13, 9083168471138286
2.447023639826137e-13, 27163551338234204
4.3862950095868146e-13, 95502491208078640
7.862443009538389e-13, 297394972727020600
1.4093445594317714e-12, 964322473929761700
2.5262530803597505e-12, 3126878121707824000
4.528313948010162e-12, 9737105513823007000
8.117012254695908e-12, 31573195713108960000
1.4549761500488546e-11, 102378133432273570000
2.6080478023010333e-11, 331967733019958000000
4.6749311587401254e-11, 1.0764268899209095e+21
8.379823912612736e-11, 3.219094435948287e+21
1.5020851948827543e-10, 1.1317796198260691e+22
2.692490864026384e-10, 3.524364285302533e+22
4.8262955240907e-10, 1.1427979617369879e+23
8.651144855149144e-10, 3.7055964583357385e+23
1.5507195307704288e-9, 1.1539235717558652e+24
2.7796680131665667e-9, 3.896148071098631e+24
4.982560746869977e-9, 1.2132613868891374e+25
8.931250594911191e-9, 3.7780986914623786e+25
1.6009285434043313e-8, 1.2250729874462245e+26
2.8696677736789457e-8, 3.972378561634443e+26
5.143885506457304e-8, 1.2880694945227273e+27
9.220425565019351e-8, 4.0110513071274383e+27
1.652763217480997e-7, 1.354305449325583e+28
2.962581535738914e-7, 4.2173102195701015e+28
5.310433619933859e-7, 1.3674901720676044e+29
9.518963407935414e-7, 4.434175513159454e+29
0.0000017062761884733238, 1.4378101490685317e+30
0.0000030585036485422397, 4.662192596186821e+30
0.000005482374208431052, 1.4518078245416487e+31
0.000009827167273642345, 4.520932835602467e+31
0.000017615217960793758, 1.5894841694602303e+32
0.000030076414029112574, 4.108094903192239e+32
